rent_date,rent_station,count,year,month,day,day_name
2021-04-14,애월점,4,2021,4,14,Wednesday
2021-04-14,용담해안도로점,1,2021,4,14,Wednesday
2021-04-15,애월점,1,2021,4,15,Thursday
2021-04-15,제주공항 스마트모빌리티존,4,2021,4,15,Thursday
2021-04-17,애월점,1,2021,4,17,Saturday
2021-04-17,용담해안도로점,1,2021,4,17,Saturday
2021-04-17,제주공항 스마트모빌리티존,1,2021,4,17,Saturday
2021-04-18,함덕점,1,2021,4,18,Sunday
2021-04-20,성산점,2,2021,4,20,Tuesday
2021-04-20,월령점,2,2021,4,20,Tuesday
2021-04-20,제주본점,4,2021,4,20,Tuesday
2021-04-20,플레이스캠프점,1,2021,4,20,Tuesday
2021-04-20,함덕점,1,2021,4,20,Tuesday
2021-04-21,애월점,5,2021,4,21,Wednesday
2021-04-21,제주공항 스마트모빌리티존,2,2021,4,21,Wednesday
2021-04-22,성산점,3,2021,4,22,Thursday
2021-04-22,용담해안도로점,3,2021,4,22,Thursday
2021-04-22,제주공항 스마트모빌리티존,2,2021,4,22,Thursday
2021-04-23,제주공항 스마트모빌리티존,2,2021,4,23,Friday
2021-04-25,제주공항 스마트모빌리티존,2,2021,4,25,Sunday
2021-04-25,제주본점,1,2021,4,25,Sunday
2021-04-26,애월점,4,2021,4,26,Monday
2021-04-27,제주공항 스마트모빌리티존,4,2021,4,27,Tuesday
2021-04-28,제주공항 스마트모빌리티존,3,2021,4,28,Wednesday
2021-04-28,제주본점,2,2021,4,28,Wednesday
2021-04-28,플레이스캠프점,2,2021,4,28,Wednesday
2021-04-28,함덕점,3,2021,4,28,Wednesday
2021-04-29,성산점,2,2021,4,29,Thursday
2021-04-29,애월점,2,2021,4,29,Thursday
2021-04-29,용담해안도로점,1,2021,4,29,Thursday
2021-04-29,월령점,2,2021,4,29,Thursday
2021-04-30,제주공항 스마트모빌리티존,2,2021,4,30,Friday
2021-04-30,함덕점,3,2021,4,30,Friday
2021-05-01,함덕점,2,2021,5,1,Saturday
2021-05-03,성산점,1,2021,5,3,Monday
2021-05-03,월령점,4,2021,5,3,Monday
2021-05-03,제주공항 스마트모빌리티존,2,2021,5,3,Monday
2021-05-03,함덕점,2,2021,5,3,Monday
2021-05-05,성산점,2,2021,5,5,Wednesday
2021-05-05,애월점,3,2021,5,5,Wednesday
2021-05-05,용담해안도로점,2,2021,5,5,Wednesday
2021-05-05,제주공항 스마트모빌리티존,2,2021,5,5,Wednesday
2021-05-05,함덕점,2,2021,5,5,Wednesday
2021-05-06,성산점,4,2021,5,6,Thursday
2021-05-06,함덕점,2,2021,5,6,Thursday
2021-05-07,용담해안도로점,1,2021,5,7,Friday
2021-05-07,월령점,4,2021,5,7,Friday
2021-05-07,제주본점,4,2021,5,7,Friday
2021-05-09,성산점,4,2021,5,9,Sunday
2021-05-09,제주공항 스마트모빌리티존,3,2021,5,9,Sunday
2021-05-10,성산점,2,2021,5,10,Monday
2021-05-10,함덕점,2,2021,5,10,Monday
2021-05-13,애월점,2,2021,5,13,Thursday
2021-05-13,제주공항 스마트모빌리티존,1,2021,5,13,Thursday
2021-05-15,함덕점,1,2021,5,15,Saturday
2021-05-17,성산점,2,2021,5,17,Monday
2021-05-17,제주공항 스마트모빌리티존,1,2021,5,17,Monday
2021-05-18,성산점,2,2021,5,18,Tuesday
2021-05-18,제주공항 스마트모빌리티존,1,2021,5,18,Tuesday
2021-05-18,플레이스캠프점,2,2021,5,18,Tuesday
2021-05-19,성산점,1,2021,5,19,Wednesday
2021-05-21,애월점,1,2021,5,21,Friday
2021-05-21,함덕점,1,2021,5,21,Friday
2021-05-25,성산점,2,2021,5,25,Tuesday
2021-05-27,애월점,1,2021,5,27,Thursday
2021-05-27,용담해안도로점,2,2021,5,27,Thursday
2021-05-27,제주공항 스마트모빌리티존,2,2021,5,27,Thursday
2021-05-29,용담해안도로점,1,2021,5,29,Saturday
2021-05-31,제주공항 스마트모빌리티존,1,2021,5,31,Monday
2021-05-31,제주본점,2,2021,5,31,Monday
2021-06-02,제주본점,1,2021,6,2,Wednesday
2021-06-03,함덕점,3,2021,6,3,Thursday
2021-06-06,월령점,1,2021,6,6,Sunday
2021-06-07,제주공항 스마트모빌리티존,2,2021,6,7,Monday
2021-06-08,제주공항 스마트모빌리티존,1,2021,6,8,Tuesday
2021-06-10,제주공항 스마트모빌리티존,1,2021,6,10,Thursday
2021-06-11,용담해안도로점,2,2021,6,11,Friday
2021-06-12,제주공항 스마트모빌리티존,1,2021,6,12,Saturday
2021-06-18,성산점,1,2021,6,18,Friday
2021-06-20,용담해안도로점,1,2021,6,20,Sunday
2021-06-21,성산점,2,2021,6,21,Monday
2021-06-21,월령점,4,2021,6,21,Monday
2021-06-22,애월점,2,2021,6,22,Tuesday
2021-06-22,제주공항 스마트모빌리티존,1,2021,6,22,Tuesday
2021-06-22,함덕점,1,2021,6,22,Tuesday
2021-06-23,애월점,3,2021,6,23,Wednesday
2021-06-23,월령점,3,2021,6,23,Wednesday
2021-06-23,제주본점,2,2021,6,23,Wednesday
2021-06-23,함덕점,3,2021,6,23,Wednesday
2021-06-24,제주공항 스마트모빌리티존,1,2021,6,24,Thursday
2021-06-26,용담해안도로점,2,2021,6,26,Saturday
2021-06-26,제주공항 스마트모빌리티존,2,2021,6,26,Saturday
2021-06-26,함덕점,2,2021,6,26,Saturday
2021-06-29,제주본점,1,2021,6,29,Tuesday
